"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] GamesYearComparator5Years record1Value","[0] GamesYearComparator5Years record2Value","[0] GamesYearComparator5Years record1PreprocessedValue","[0] GamesYearComparator5Years record2PreprocessedValue","[0] GamesYearComparator5Years similarity","[0] GamesYearComparator5Years postproccesedSimilarity","[1] GamesTitleComparatorJaccard record1Value","[1] GamesTitleComparatorJaccard record2Value","[1] GamesTitleComparatorJaccard record1PreprocessedValue","[1] GamesTitleComparatorJaccard record2PreprocessedValue","[1] GamesTitleComparatorJaccard similarity","[1] GamesTitleComparatorJaccard postproccesedSimilarity"
"LinearCombinationMatchingRule","sales_12788","wiki_16832","0.0",,"1996-01-01T01:01:01.000000001","2015-01-01T01:01:01.000000001","1996-01-01T01:01:01.000000001","2015-01-01T01:01:01.000000001","0.0","0.0","The King of Fighters '96","The King of Fighters 2002: Unlimited Match","the king of fighters '96","the king of fighters 2002: unlimited match","0.5","0.0"
"LinearCombinationMatchingRule","sales_15198","wiki_42079","0.24",,"0000-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","0000-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","0.8","0.8","Saint","Sangokushi","saint","sangokushi","0.0","0.0"
"LinearCombinationMatchingRule","sales_4951","wiki_20939","0.24",,"2003-01-01T01:01:01.000000001","2002-01-01T01:01:01.000000001","2003-01-01T01:01:01.000000001","2002-01-01T01:01:01.000000001","0.8","0.8","Chessmaster","Chessmaster","chessmaster","chessmaster","1.0","0.0"
"LinearCombinationMatchingRule","sales_16136","wiki_33019","0.0",,"1999-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","1999-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","0.0","0.0","Vanark","Vardan","vanark","vardan","0.0","0.0"
"LinearCombinationMatchingRule","sales_13105","wiki_35352","0.0",,"2004-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","2004-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","0.0","0.0","Alias","Alhambra","alias","alhambra","0.0","0.0"
"LinearCombinationMatchingRule","sales_310","wiki_25965","0.0",,"2006-01-01T01:01:01.000000001","1983-01-01T01:01:01.000000001","2006-01-01T01:01:01.000000001","1983-01-01T01:01:01.000000001","0.0","0.0","MotorStorm","Moria","motorstorm","moria","0.0","0.0"
"LinearCombinationMatchingRule","sales_2853","wiki_36801","0.0",,"2011-01-01T01:01:01.000000001","2001-01-01T01:01:01.000000001","2011-01-01T01:01:01.000000001","2001-01-01T01:01:01.000000001","0.0","0.0","Catherine","Campus","catherine","campus","0.0","0.0"
"LinearCombinationMatchingRule","sales_8747","wiki_22812","0.18",,"2012-01-01T01:01:01.000000001","2014-01-01T01:01:01.000000001","2012-01-01T01:01:01.000000001","2014-01-01T01:01:01.000000001","0.6","0.6","Deponia","Depth","deponia","depth","0.0","0.0"
"LinearCombinationMatchingRule","sales_16446","wiki_49629","0.3",,"2004-01-01T01:01:01.000000001","2004-01-01T01:01:01.000000001","2004-01-01T01:01:01.000000001","2004-01-01T01:01:01.000000001","1.0","1.0","Wade Hixton's Counter Punch","Wade Hixton's Counter Punch","wade hixton's counter punch","wade hixton's counter punch","1.0","0.0"
"LinearCombinationMatchingRule","sales_41","wiki_36860","0.0",,"2010-01-01T01:01:01.000000001","2018-01-01T01:01:01.000000001","2010-01-01T01:01:01.000000001","2018-01-01T01:01:01.000000001","0.0","0.0","Call of Duty: Black Ops","Call of Duty: Black Ops 4","call of duty: black ops","call of duty: black ops 4","0.8333333333333334","0.0"
"LinearCombinationMatchingRule","sales_6268","wiki_36496","0.0",,"2007-01-01T01:01:01.000000001","1987-01-01T01:01:01.000000001","2007-01-01T01:01:01.000000001","1987-01-01T01:01:01.000000001","0.0","0.0","Boogie","Bolo","boogie","bolo","0.0","0.0"
"LinearCombinationMatchingRule","sales_3501","wiki_25649","0.12",,"2008-01-01T01:01:01.000000001","2005-01-01T01:01:01.000000001","2008-01-01T01:01:01.000000001","2005-01-01T01:01:01.000000001","0.4","0.4","Ratchet & Clank: Quest for Booty","Ratchet & Clank: Going Mobile","ratchet & clank: quest for booty","ratchet & clank: going mobile","0.2857142857142857","0.0"
"LinearCombinationMatchingRule","sales_13820","wiki_34629","0.0",,"2003-01-01T01:01:01.000000001","2015-01-01T01:01:01.000000001","2003-01-01T01:01:01.000000001","2015-01-01T01:01:01.000000001","0.0","0.0","Stuntman","Steredenn","stuntman","steredenn","0.0","0.0"
"LinearCombinationMatchingRule","sales_13170","wiki_40499","0.0",,"1995-01-01T01:01:01.000000001","2003-01-01T01:01:01.000000001","1995-01-01T01:01:01.000000001","2003-01-01T01:01:01.000000001","0.0","0.0","Baku Baku","Backyard Baseball","baku baku","backyard baseball","0.0","0.0"
"LinearCombinationMatchingRule","sales_1756","wiki_17060","0.0",,"2007-01-01T01:01:01.000000001","1999-01-01T01:01:01.000000001","2007-01-01T01:01:01.000000001","1999-01-01T01:01:01.000000001","0.0","0.0","Medal of Honor Heroes 2","Medal of Honor","medal of honor heroes 2","medal of honor","0.6","0.0"
"LinearCombinationMatchingRule","sales_8303","wiki_23040","0.0",,"2003-01-01T01:01:01.000000001","1988-01-01T01:01:01.000000001","2003-01-01T01:01:01.000000001","1988-01-01T01:01:01.000000001","0.0","0.0","RoadKill","RoboCop","roadkill","robocop","0.0","0.0"
"LinearCombinationMatchingRule","sales_15387","wiki_40296","0.0",,"2006-01-01T01:01:01.000000001","2018-01-01T01:01:01.000000001","2006-01-01T01:01:01.000000001","2018-01-01T01:01:01.000000001","0.0","0.0","TalkMan","Tanglewood","talkman","tanglewood","0.0","0.0"
"LinearCombinationMatchingRule","sales_3561","wiki_26064","0.3",,"2003-01-01T01:01:01.000000001","2003-01-01T01:01:01.000000001","2003-01-01T01:01:01.000000001","2003-01-01T01:01:01.000000001","1.0","1.0","True Crime: Streets of LA","True Crime: Streets of LA","true crime: streets of la","true crime: streets of la","1.0","0.0"
"LinearCombinationMatchingRule","sales_684","wiki_27351","0.0",,"2000-01-01T01:01:01.000000001","1995-01-01T01:01:01.000000001","2000-01-01T01:01:01.000000001","1995-01-01T01:01:01.000000001","0.0","0.0","Mario Tennis","Mario's Tennis","mario tennis","mario's tennis","0.6666666666666666","0.0"
"LinearCombinationMatchingRule","sales_15168","wiki_39041","0.24",,"2006-01-01T01:01:01.000000001","2005-01-01T01:01:01.000000001","2006-01-01T01:01:01.000000001","2005-01-01T01:01:01.000000001","0.8","0.8","Freedom Wings","Fresco Wizard","freedom wings","fresco wizard","0.0","0.0"
"LinearCombinationMatchingRule","sales_4304","wiki_26859","0.0",,"1995-01-01T01:01:01.000000001","1980-01-01T01:01:01.000000001","1995-01-01T01:01:01.000000001","1980-01-01T01:01:01.000000001","0.0","0.0","Warhawk","Warlords","warhawk","warlords","0.0","0.0"
"LinearCombinationMatchingRule","sales_12274","wiki_31587","0.0",,"2005-01-01T01:01:01.000000001","1998-01-01T01:01:01.000000001","2005-01-01T01:01:01.000000001","1998-01-01T01:01:01.000000001","0.0","0.0","NanoBreaker","Nanosaur","nanobreaker","nanosaur","0.0","0.0"
"LinearCombinationMatchingRule","sales_7694","wiki_46679","0.3",,"2006-01-01T01:01:01.000000001","2006-01-01T01:01:01.000000001","2006-01-01T01:01:01.000000001","2006-01-01T01:01:01.000000001","1.0","1.0","Puzzle Challenge: Crosswords and More!","Puzzle Challenge: Crosswords and More","puzzle challenge: crosswords and more!","puzzle challenge: crosswords and more","1.0","0.0"
"LinearCombinationMatchingRule","sales_399","wiki_19607","0.0",,"2000-01-01T01:01:01.000000001","1988-01-01T01:01:01.000000001","2000-01-01T01:01:01.000000001","1988-01-01T01:01:01.000000001","0.0","0.0","The Legend of Zelda: Majora's Mask","The Legend of Blacksilver","the legend of zelda: majora's mask","the legend of blacksilver","0.375","0.0"
"LinearCombinationMatchingRule","sales_8669","wiki_30748","0.0",,"2008-01-01T01:01:01.000000001","2000-01-01T01:01:01.000000001","2008-01-01T01:01:01.000000001","2000-01-01T01:01:01.000000001","0.0","0.0","Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui","KidÅ Senshi Gundam: Giren no YabÅ - Zeon no Keifu","kidou senshi gundam: giren no yabou - axis no kyoui","kidå senshi gundam: giren no yabå - zeon no keifu","0.3333333333333333","0.0"
"LinearCombinationMatchingRule","sales_7092","wiki_25818","0.0",,"1997-01-01T01:01:01.000000001","2016-01-01T01:01:01.000000001","1997-01-01T01:01:01.000000001","2016-01-01T01:01:01.000000001","0.0","0.0","Alundra","Alienation","alundra","alienation","0.0","0.0"
"LinearCombinationMatchingRule","sales_5070","wiki_19297","0.0",,"2014-01-01T01:01:01.000000001","1996-01-01T01:01:01.000000001","2014-01-01T01:01:01.000000001","1996-01-01T01:01:01.000000001","0.0","0.0","Mobile Suit Gundam: Extreme VS Full Boost","Mobile Suit Gundam Side Story","mobile suit gundam: extreme vs full boost","mobile suit gundam side story","0.3333333333333333","0.0"
"LinearCombinationMatchingRule","sales_2916","wiki_44039","0.0",,"2001-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","2001-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","0.0","0.0","SplashDown","Spider","splashdown","spider","0.0","0.0"
"LinearCombinationMatchingRule","sales_3359","wiki_40440","0.0",,"2001-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","2001-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","0.0","0.0","Half-Life","Harker","half-life","harker","0.0","0.0"
"LinearCombinationMatchingRule","sales_8117","wiki_21978","0.12",,"2011-01-01T01:01:01.000000001","2014-01-01T01:01:01.000000001","2011-01-01T01:01:01.000000001","2014-01-01T01:01:01.000000001","0.4","0.4","MindJack","Micromon","mindjack","micromon","0.0","0.0"
"LinearCombinationMatchingRule","sales_2644","wiki_38482","0.0",,"2015-01-01T01:01:01.000000001","2006-01-01T01:01:01.000000001","2015-01-01T01:01:01.000000001","2006-01-01T01:01:01.000000001","0.0","0.0","Pro Evolution Soccer 2016","Pro Evolution Soccer Management","pro evolution soccer 2016","pro evolution soccer management","0.6","0.0"
"LinearCombinationMatchingRule","sales_13820","wiki_30034","0.0",,"2003-01-01T01:01:01.000000001","2017-01-01T01:01:01.000000001","2003-01-01T01:01:01.000000001","2017-01-01T01:01:01.000000001","0.0","0.0","Stuntman","StarCrawlers","stuntman","starcrawlers","0.0","0.0"
"LinearCombinationMatchingRule","sales_3312","wiki_19820","0.3",,"2009-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","1.0","1.0","Jak and Daxter: The Lost Frontier","Jak and Daxter: The Lost Frontier","jak and daxter: the lost frontier","jak and daxter: the lost frontier","1.0","0.0"
"LinearCombinationMatchingRule","sales_3304","wiki_23110","0.0",,"2010-01-01T01:01:01.000000001","2002-01-01T01:01:01.000000001","2010-01-01T01:01:01.000000001","2002-01-01T01:01:01.000000001","0.0","0.0","pro evolution soccer 2011","Pro Evolution Soccer 2","pro evolution soccer 2011","pro evolution soccer 2","0.6","0.0"
"LinearCombinationMatchingRule","sales_8825","wiki_24953","0.3",,"2006-01-01T01:01:01.000000001","2006-01-01T01:01:01.000000001","2006-01-01T01:01:01.000000001","2006-01-01T01:01:01.000000001","1.0","1.0","Super Monkey Ball Adventure","Super Monkey Ball: Banana Blitz","super monkey ball adventure","super monkey ball: banana blitz","0.5","0.0"
"LinearCombinationMatchingRule","sales_15538","wiki_48849","0.0",,"2002-01-01T01:01:01.000000001","1988-01-01T01:01:01.000000001","2002-01-01T01:01:01.000000001","1988-01-01T01:01:01.000000001","0.0","0.0","The Mummy","The Muncher","the mummy","the muncher","0.3333333333333333","0.0"
"LinearCombinationMatchingRule","sales_9620","wiki_47705","0.0",,"1998-01-01T01:01:01.000000001","1980-01-01T01:01:01.000000001","1998-01-01T01:01:01.000000001","1980-01-01T01:01:01.000000001","0.0","0.0","SkullMonkeys","Skiing","skullmonkeys","skiing","0.0","0.0"
"LinearCombinationMatchingRule","sales_7447","wiki_47002","0.059999999999999984",,"1999-01-01T01:01:01.000000001","2003-01-01T01:01:01.000000001","1999-01-01T01:01:01.000000001","2003-01-01T01:01:01.000000001","0.19999999999999996","0.19999999999999996","Rollcage","RoadKill","rollcage","roadkill","0.0","0.0"
"LinearCombinationMatchingRule","sales_6260","wiki_50205","0.0",,"2015-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","2015-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","0.0","0.0","Deadpool","DeFRaG","deadpool","defrag","0.0","0.0"
"LinearCombinationMatchingRule","sales_10840","wiki_38211","0.0",,"2011-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","2011-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","0.0","0.0","Dungeons","Dukedom","dungeons","dukedom","0.0","0.0"
"LinearCombinationMatchingRule","sales_8441","wiki_20245","0.3",,"2008-01-01T01:01:01.000000001","2008-01-01T01:01:01.000000001","2008-01-01T01:01:01.000000001","2008-01-01T01:01:01.000000001","1.0","1.0","NBA 09: The Inside","NBA 09: The Inside","nba 09: the inside","nba 09: the inside","1.0","0.0"
"LinearCombinationMatchingRule","sales_641","wiki_26791","0.18",,"2003-01-01T01:01:01.000000001","2005-01-01T01:01:01.000000001","2003-01-01T01:01:01.000000001","2005-01-01T01:01:01.000000001","0.6","0.6","Dragon Ball Z: Budokai 2","Dragon Ball Z: Sagas","dragon ball z: budokai 2","dragon ball z: sagas","0.5","0.0"
"LinearCombinationMatchingRule","sales_16424","wiki_47210","0.0",,"2014-01-01T01:01:01.000000001","1979-01-01T01:01:01.000000001","2014-01-01T01:01:01.000000001","1979-01-01T01:01:01.000000001","0.0","0.0","SoniPro","SOS","sonipro","sos","0.0","0.0"
"LinearCombinationMatchingRule","sales_8444","wiki_16657","0.0",,"2014-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","2014-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","0.0","0.0","Wildstar","Wildfire","wildstar","wildfire","0.0","0.0"
"LinearCombinationMatchingRule","sales_2207","wiki_28586","0.0",,"2009-01-01T01:01:01.000000001","1986-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","1986-01-01T01:01:01.000000001","0.0","0.0","Bayonetta","Baltron","bayonetta","baltron","0.0","0.0"
"LinearCombinationMatchingRule","sales_2139","wiki_19548","0.0",,"2007-01-01T01:01:01.000000001","2001-01-01T01:01:01.000000001","2007-01-01T01:01:01.000000001","2001-01-01T01:01:01.000000001","0.0","0.0","Grand Theft Auto: Vice City Stories","Grand Theft Auto III","grand theft auto: vice city stories","grand theft auto iii","0.42857142857142855","0.0"
"LinearCombinationMatchingRule","sales_9218","wiki_39561","0.0",,"2002-01-01T01:01:01.000000001","2019-01-01T01:01:01.000000001","2002-01-01T01:01:01.000000001","2019-01-01T01:01:01.000000001","0.0","0.0","Star Wars: Jedi Power Battles","Star Wars Jedi: Fallen Order","star wars: jedi power battles","star wars jedi: fallen order","0.42857142857142855","0.0"
"LinearCombinationMatchingRule","sales_12887","wiki_29796","0.0",,"2001-01-01T01:01:01.000000001","2010-01-01T01:01:01.000000001","2001-01-01T01:01:01.000000001","2010-01-01T01:01:01.000000001","0.0","0.0","Rez","Reginleiv","rez","reginleiv","0.0","0.0"
"LinearCombinationMatchingRule","sales_9884","wiki_27241","0.18",,"2013-01-01T01:01:01.000000001","2011-01-01T01:01:01.000000001","2013-01-01T01:01:01.000000001","2011-01-01T01:01:01.000000001","0.6","0.6","Deus Ex: Human Revolution","Deus Ex: Human Revolution - The Missing Link","deus ex: human revolution","deus ex: human revolution - the missing link","0.5714285714285714","0.0"
"LinearCombinationMatchingRule","sales_5488","wiki_47520","0.059999999999999984",,"2005-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","2005-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","0.19999999999999996","0.19999999999999996","Shrek SuperSlam","Shadowgrounds: Survivor","shrek superslam","shadowgrounds: survivor","0.0","0.0"
"LinearCombinationMatchingRule","sales_7938","wiki_23468","0.0",,"2008-01-01T01:01:01.000000001","1994-01-01T01:01:01.000000001","2008-01-01T01:01:01.000000001","1994-01-01T01:01:01.000000001","0.0","0.0","Bolt","Bouncers","bolt","bouncers","0.0","0.0"
"LinearCombinationMatchingRule","sales_4123","wiki_26937","0.0",,"2014-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","2014-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","0.0","0.0","Football Manager 2015","Football Manager 2010","football manager 2015","football manager 2010","0.5","0.0"
"LinearCombinationMatchingRule","sales_1945","wiki_32252","0.24",,"2007-01-01T01:01:01.000000001","2008-01-01T01:01:01.000000001","2007-01-01T01:01:01.000000001","2008-01-01T01:01:01.000000001","0.8","0.8","Call of Duty 4: Modern Warfare","Call of Duty: World at War","call of duty 4: modern warfare","call of duty: world at war","0.3333333333333333","0.0"
"LinearCombinationMatchingRule","sales_12771","wiki_37600","0.24",,"2005-01-01T01:01:01.000000001","2006-01-01T01:01:01.000000001","2005-01-01T01:01:01.000000001","2006-01-01T01:01:01.000000001","0.8","0.8","Dance Dance Revolution: Mario Mix (JP sales)","Dance Dance Revolution Strike","dance dance revolution: mario mix (jp sales)","dance dance revolution strike","0.2857142857142857","0.0"
"LinearCombinationMatchingRule","sales_9971","wiki_20347","0.0",,"2011-01-01T01:01:01.000000001","1991-01-01T01:01:01.000000001","2011-01-01T01:01:01.000000001","1991-01-01T01:01:01.000000001","0.0","0.0","Darkspore","DartMUD","darkspore","dartmud","0.0","0.0"
"LinearCombinationMatchingRule","sales_5966","wiki_19094","0.3",,"2005-01-01T01:01:01.000000001","2005-01-01T01:01:01.000000001","2005-01-01T01:01:01.000000001","2005-01-01T01:01:01.000000001","1.0","1.0","X-Men Legends II: Rise of Apocalypse","X-Men Legends II: Rise of Apocalypse","x-men legends ii: rise of apocalypse","x-men legends ii: rise of apocalypse","1.0","0.0"
"LinearCombinationMatchingRule","sales_6347","wiki_51732","0.0",,"1999-01-01T01:01:01.000000001","2020-01-01T01:01:01.000000001","1999-01-01T01:01:01.000000001","2020-01-01T01:01:01.000000001","0.0","0.0","Command & Conquer","Command & Conquer Remastered Collection","command & conquer","command & conquer remastered collection","0.5","0.0"
"LinearCombinationMatchingRule","sales_5311","wiki_44694","0.0",,"2006-01-01T01:01:01.000000001","2019-01-01T01:01:01.000000001","2006-01-01T01:01:01.000000001","2019-01-01T01:01:01.000000001","0.0","0.0","Need for Speed Carbon","Need for Speed Heat","need for speed carbon","need for speed heat","0.6","0.0"
"LinearCombinationMatchingRule","sales_15715","wiki_33593","0.0",,"2016-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","2016-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","0.0","0.0","This War of Mine","The War of Eustrath","this war of mine","the war of eustrath","0.3333333333333333","0.0"
"LinearCombinationMatchingRule","sales_7998","wiki_45121","0.18",,"2010-01-01T01:01:01.000000001","2008-01-01T01:01:01.000000001","2010-01-01T01:01:01.000000001","2008-01-01T01:01:01.000000001","0.6","0.6","Major League Baseball 2K10","Major League Baseball 2K8","major league baseball 2k10","major league baseball 2k8","0.7142857142857143","0.0"
"LinearCombinationMatchingRule","sales_3514","wiki_23413","0.3",,"2005-01-01T01:01:01.000000001","2005-01-01T01:01:01.000000001","2005-01-01T01:01:01.000000001","2005-01-01T01:01:01.000000001","1.0","1.0","Tales of the Abyss","Tales of the World: Narikiri Dungeon 3","tales of the abyss","tales of the world: narikiri dungeon 3","0.375","0.0"
"LinearCombinationMatchingRule","sales_13881","wiki_31179","0.0",,"2009-01-01T01:01:01.000000001","1986-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","1986-01-01T01:01:01.000000001","0.0","0.0","Glacier2","Gladiator","glacier2","gladiator","0.0","0.0"
"LinearCombinationMatchingRule","sales_4688","wiki_25673","0.0",,"1998-01-01T01:01:01.000000001","1988-01-01T01:01:01.000000001","1998-01-01T01:01:01.000000001","1988-01-01T01:01:01.000000001","0.0","0.0","Quake II","Questron II","quake ii","questron ii","0.3333333333333333","0.0"
"LinearCombinationMatchingRule","sales_1272","wiki_35954","0.0",,"2000-01-01T01:01:01.000000001","1980-01-01T01:01:01.000000001","2000-01-01T01:01:01.000000001","1980-01-01T01:01:01.000000001","0.0","0.0","Banjo-Tooie","Baseball","banjo-tooie","baseball","0.0","0.0"
"LinearCombinationMatchingRule","sales_13585","wiki_46351","0.0",,"2006-01-01T01:01:01.000000001","2015-01-01T01:01:01.000000001","2006-01-01T01:01:01.000000001","2015-01-01T01:01:01.000000001","0.0","0.0","Metal Gear Solid: Digital Graphic Novel","Metal Gear Solid V: The Phantom Pain","metal gear solid: digital graphic novel","metal gear solid v: the phantom pain","0.3","0.0"
"LinearCombinationMatchingRule","sales_11249","wiki_18503","0.0",,"2001-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","2001-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","0.0","0.0","MetropolisMania","Meantime","metropolismania","meantime","0.0","0.0"
"LinearCombinationMatchingRule","sales_4301","wiki_46433","0.0",,"2010-01-01T01:01:01.000000001","2001-01-01T01:01:01.000000001","2010-01-01T01:01:01.000000001","2001-01-01T01:01:01.000000001","0.0","0.0","Harry Potter and the Deathly Hallows - Part 1","Harry Potter and the Philosopher's Stone","harry potter and the deathly hallows - part 1","harry potter and the philosopher's stone","0.36363636363636365","0.0"
"LinearCombinationMatchingRule","sales_11028","wiki_42351","0.0",,"2002-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","2002-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","0.0","0.0","Jikkyou Powerful Pro Yakyuu 9 Ketteiban","Jikkyou Powerful Pro Yakyuu: Basic Han '98","jikkyou powerful pro yakyuu 9 ketteiban","jikkyou powerful pro yakyuu: basic han '98","0.4444444444444444","0.0"
"LinearCombinationMatchingRule","sales_2358","wiki_51751","0.0",,"2008-01-01T01:01:01.000000001","2002-01-01T01:01:01.000000001","2008-01-01T01:01:01.000000001","2002-01-01T01:01:01.000000001","0.0","0.0","Grand Theft Auto IV","Grand Theft Auto: Vice City","grand theft auto iv","grand theft auto: vice city","0.5","0.0"
"LinearCombinationMatchingRule","sales_97","wiki_17387","0.12",,"1988-01-01T01:01:01.000000001","1985-01-01T01:01:01.000000001","1988-01-01T01:01:01.000000001","1985-01-01T01:01:01.000000001","0.4","0.4","Super Mario Bros. 2","Super Mario Bros.","super mario bros. 2","super mario bros.","0.75","0.0"
"LinearCombinationMatchingRule","sales_5429","wiki_25296","0.3",,"2007-01-01T01:01:01.000000001","2007-01-01T01:01:01.000000001","2007-01-01T01:01:01.000000001","2007-01-01T01:01:01.000000001","1.0","1.0","Pirates of the Caribbean: At World's End","Pirates of the Caribbean Online","pirates of the caribbean: at world's end","pirates of the caribbean online","0.4444444444444444","0.0"
"LinearCombinationMatchingRule","sales_141","wiki_16922","0.3",,"2011-01-01T01:01:01.000000001","2011-01-01T01:01:01.000000001","2011-01-01T01:01:01.000000001","2011-01-01T01:01:01.000000001","1.0","1.0","Gears of War 3","Gears of War 3","gears of war 3","gears of war 3","1.0","0.0"
"LinearCombinationMatchingRule","sales_2856","wiki_18737","0.0",,"2007-01-01T01:01:01.000000001","2015-01-01T01:01:01.000000001","2007-01-01T01:01:01.000000001","2015-01-01T01:01:01.000000001","0.0","0.0","Crysis","Cradle","crysis","cradle","0.0","0.0"
"LinearCombinationMatchingRule","sales_5312","wiki_31812","0.0",,"2003-01-01T01:01:01.000000001","1990-01-01T01:01:01.000000001","2003-01-01T01:01:01.000000001","1990-01-01T01:01:01.000000001","0.0","0.0","The Adventures of Jimmy Neutron Boy Genius: Jet Fusion","The Adventures of Rad Gravity","the adventures of jimmy neutron boy genius: jet fusion","the adventures of rad gravity","0.2727272727272727","0.0"
"LinearCombinationMatchingRule","sales_153","wiki_17821","0.12",,"1996-01-01T01:01:01.000000001","1993-01-01T01:01:01.000000001","1996-01-01T01:01:01.000000001","1993-01-01T01:01:01.000000001","0.4","0.4","Tekken 2","Tetris 2","tekken 2","tetris 2","0.3333333333333333","0.0"
"LinearCombinationMatchingRule","sales_1143","wiki_39614","0.0",,"1989-01-01T01:01:01.000000001","2015-01-01T01:01:01.000000001","1989-01-01T01:01:01.000000001","2015-01-01T01:01:01.000000001","0.0","0.0","Baseball","Baboon!","baseball","baboon!","0.0","0.0"
"LinearCombinationMatchingRule","sales_9263","wiki_21734","0.0",,"2008-01-01T01:01:01.000000001","2015-01-01T01:01:01.000000001","2008-01-01T01:01:01.000000001","2015-01-01T01:01:01.000000001","0.0","0.0","Alone in the Dark: Inferno","Alone in the Dark: Illumination","alone in the dark: inferno","alone in the dark: illumination","0.6666666666666666","0.0"
"LinearCombinationMatchingRule","sales_4639","wiki_18595","0.0",,"2005-01-01T01:01:01.000000001","2011-01-01T01:01:01.000000001","2005-01-01T01:01:01.000000001","2011-01-01T01:01:01.000000001","0.0","0.0","Harry Potter and the Goblet of Fire","Harry Potter and the Deathly Hallows â€“ Part 2","harry potter and the goblet of fire","harry potter and the deathly hallows â€“ part 2","0.3333333333333333","0.0"
"LinearCombinationMatchingRule","sales_2781","wiki_17623","0.0",,"2002-01-01T01:01:01.000000001","1984-01-01T01:01:01.000000001","2002-01-01T01:01:01.000000001","1984-01-01T01:01:01.000000001","0.0","0.0","The Lord of the Rings: The Two Towers","The Lords of Midnight","the lord of the rings: the two towers","the lords of midnight","0.25","0.0"
"LinearCombinationMatchingRule","sales_12030","wiki_23652","0.0",,"1997-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","1997-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","0.0","0.0","RayStorm","RailWorks","raystorm","railworks","0.0","0.0"
"LinearCombinationMatchingRule","sales_404","wiki_42022","0.059999999999999984",,"2002-01-01T01:01:01.000000001","1998-01-01T01:01:01.000000001","2002-01-01T01:01:01.000000001","1998-01-01T01:01:01.000000001","0.19999999999999996","0.19999999999999996","James Bond 007: Nightfire","James Bond 007","james bond 007: nightfire","james bond 007","0.75","0.0"
"LinearCombinationMatchingRule","sales_10844","wiki_34422","0.0",,"2002-01-01T01:01:01.000000001","1994-01-01T01:01:01.000000001","2002-01-01T01:01:01.000000001","1994-01-01T01:01:01.000000001","0.0","0.0","Rocky","Robotrek","rocky","robotrek","0.0","0.0"
"LinearCombinationMatchingRule","sales_16559","wiki_50823","0.0",,"2007-01-01T01:01:01.000000001","2016-01-01T01:01:01.000000001","2007-01-01T01:01:01.000000001","2016-01-01T01:01:01.000000001","0.0","0.0","Pro Evolution Soccer 2008","Pro Evolution Soccer 2017 Lite","pro evolution soccer 2008","pro evolution soccer 2017 lite","0.5","0.0"
"LinearCombinationMatchingRule","sales_12203","wiki_42153","0.0",,"2005-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","2005-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","0.0","0.0","Tokobot","TorqueL","tokobot","torquel","0.0","0.0"
"LinearCombinationMatchingRule","sales_13510","wiki_22258","0.0",,"2009-01-01T01:01:01.000000001","2003-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","2003-01-01T01:01:01.000000001","0.0","0.0","Growlanser","Grouch","growlanser","grouch","0.0","0.0"
"LinearCombinationMatchingRule","sales_5248","wiki_21357","0.0",,"2010-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","2010-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","0.0","0.0","DanceDanceRevolution","Dawngate","dancedancerevolution","dawngate","0.0","0.0"
